ID	MRNA_A	MRNA_B	MRNA_C	MRNA_D	A	B	C	D
MIR1273E	0	0	0	0	0	0	0	0
MIR1273F	0	0	0	0	0	0	0	0
MIR1273G	0	0	0	0	0	0	0	0
MIR1273H	0	0	0	0	0	0	0	0
MIR1275	0	0	0	0	0	0	0	0
MIR1276	0	0	0	0	0	0	0	0
MIR1277	0	0	0	0	0	0	0	0
MIR1278	0	0	0	0	0	0	0	0
MIR1279	27	7	8	5	0	0	0	0
MIR128-1	0	0	0	0	0	0	0	0
MIR128-2	0	0	0	0	0	0	0	0
MIR1281	0	0	0	0	0	0	0	0
MIR1282	4690	5595	5627	5315	0	0	0	0
MIR1283-1	0	0	0	0	0	0	0	0
MIR1283-2	0	0	0	0	0	0	0	0
MIR1284	0	0	0	0	0	0	0	0
MIR1286	0	0	0	0	0	0	0	0
MIR1287	0	0	0	0	0	0	0	0
MIR1288	0	0	0	0	0	0	0	0
MIR1289-1	0	0	0	0	0	0	0	0
MIR1289-2	0	0	0	0	0	0	0	0
MIR129-1	0	0	0	0	0	0	0	0
MIR129-2	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0
MIR1291	0	0	0	0	0	0	0	0
MIR1292	0	0	0	0	0	0	0	0
MIR1293	0	0	0	0	0	0	0	0
MIR1294	0	0	0	0	0	0	0	0
MIR1295A	0	0	0	0	0	0	0	0
MIR1295B	0	0	0	0	0	0	0	0
MIR1296	0	0	0	0	0	0	0	0
MIR1297	0	0	0	0	0	0	0	0
MIR1298	0	0	0	0	0	0	0	0
MIR1299	0	0	0	0	0	0	0	0
MIR1301	0	0	0	0	0	0	0	0
MIR1302-1	0	0	0	0	0	0	0	0
MIR1302-10	0	0	0	0	0	0	0	0
MIR1302-11	0	0	0	0	0	0	0	0
MIR1302-2	0	0	0	0	0	0	0	0
MIR1302-3	0	0	0	0	0	0	0	0
MIR1302-4	0	0	0	0	0	0	0	0
MIR1302-5	0	0	0	0	0	0	0	0
MIR1302-6	0	0	0	0	0	0	0	0
MIR1302-7	0	0	0	0	0	0	0	0
MIR1302-8	2	1	1	0	0	0	0	0
MIR1302-9	0	0	0	0	0	0	0	0
MIR1303	0	0	0	0	0	0	0	0
MIR1304	0	1	0	1	0	0	0	0
MIR1305	0	0	0	0	0	0	0	0
MIR1306	0	0	0	0	0	0	0	0
MIR1307	0	0	0	0	0	0	0	0
MIR130A	0	0	0	0	0	0	0	0
MIR130B	0	0	0	0	0	0	0	0
MIR132	0	0	0	0	0	0	0	0
MIR1321	0	0	0	0	0	0	0	0
MIR1322	0	0	0	0	0	0	0	0
MIR1323	0	0	0	0	0	0	0	0
MIR1324	0	0	0	0	0	0	0	0
MIR133A1	0	0	0	0	0	0	0	0
MIR133A1HG	3	2	2	2	0	0	0	0
MIR133A2	0	0	0	0	0	0	0	0
MIR133B	0	0	0	0	0	0	0	0
MIR134	0	0	0	0	0	0	0	0
MIR1343	0	0	0	0	0	0	0	0
MIR135A1	12	9	5	5	0	0	0	0
MIR135A2	0	0	0	0	0	0	0	0
MIR135B	0	0	0	0	0	0	0	0
MIR136	2	3	2	0	0	0	0	0
MIR137	0	0	0	0	0	0	0	0
MIR137HG	0	1	0	0	0	0	0	0
MIR138-1	0	0	0	0	0	0	0	0
MIR138-2	0	0	0	0	0	0	0	0
MIR139	0	0	0	0	0	0	0	0
MIR140	0	0	0	0	0	0	0	0
MIR141	0	0	0	0	0	0	0	0
MIR142	0	0	0	0	0	0	0	0
MIR143	0	0	0	0	0	0	0	0
MIR143HG	0	0	0	0	0	0	0	0
MIR144	0	0	0	0	0	0	0	0
MIR145	0	0	0	0	0	0	0	0
MIR1468	0	0	0	0	0	0	0	0
MIR1469	0	0	0	0	0	0	0	0
MIR146A	0	0	0	0	0	0	0	0
MIR146B	0	0	0	0	0	0	0	0
MIR1470	0	0	0	0	0	0	0	0
MIR1471	0	0	0	0	0	0	0	0
MIR147A	0	0	0	0	0	0	0	0
MIR147B	0	0	0	0	0	0	0	0
MIR148A	0	0	0	0	0	0	0	0
MIR148B	0	0	0	0	0	0	0	0
MIR149	0	0	0	0	0	0	0	0
MIR150	1	0	0	0	0	0	0	0
MIR151B	0	0	0	0	0	0	0	0
MIR152	0	0	0	0	0	0	0	0
MIR153-1	0	0	0	0	0	0	0	0
MIR153-2	0	0	0	0	0	0	0	0
MIR1537	0	0	0	0	0	0	0	0
MIR1538	0	0	0	0	0	0	0	0
MIR1539	1	0	0	0	0	0	0	0
MIR154	0	0	0	0	0	0	0	0
MIR155	0	0	0	0	0	0	0	0
MIR155HG	2	1	0	0	0	0	0	0
MIR15A	0	0	0	0	0	0	0	0
MIR15B	0	0	0	0	0	0	0	0
MIR16-1	0	0	0	0	0	0	0	0
MIR16-2	0	0	0	0	0	0	0	0
MIR17	0	0	0	0	0	0	0	0
MIR17HG	3	3	0	0	0	0	0	0
MIR181A1	0	0	0	0	0	0	0	0
MIR181A1HG	0	0	0	0	0	0	0	0
MIR181A2	0	0	0	0	0	0	0	0
MIR181A2HG	0	0	0	3	0	0	0	0
MIR181B1	0	0	0	0	0	0	0	0
MIR181B2	0	0	0	0	0	0	0	0
MIR181C	0	0	0	0	0	0	0	0
MIR181D	0	0	0	0	0	0	0	0
MIR182	0	0	0	0	0	0	0	0
MIR1825	0	0	0	0	0	0	0	0
MIR1827	0	0	0	0	0	0	0	0
MIR183	0	0	0	0	0	0	0	0
MIR184	0	0	0	0	0	0	0	0
MIR185	0	0	0	0	0	0	0	0
MIR186	0	0	0	0	0	0	0	0
MIR187	0	0	0	0	0	0	0	0
MIR188	0	0	0	0	0	0	0	0
MIR18A	0	0	0	0	0	0	0	0
MIR18B	0	0	0	0	0	0	0	0
MIR1908	0	0	0	0	0	0	0	0
MIR1909	0	0	0	0	0	0	0	0
MIR190A	0	0	0	0	0	0	0	0
MIR190B	0	0	0	0	0	0	0	0
MIR191	0	0	0	0	0	0	0	0
MIR1910	0	0	0	0	0	0	0	0
MIR1911	0	0	0	0	0	0	0	0
MIR1912	0	0	0	0	0	0	0	0
MIR1913	0	0	0	0	0	0	0	0
MIR1914	1	1	2	1	0	0	0	0
MIR1915	0	0	0	0	0	0	0	0
MIR192	0	0	0	0	0	0	0	0
MIR193A	0	0	0	0	0	0	0	0
MIR193B	0	0	0	0	0	0	0	0
MIR194-1	1	0	0	0	0	0	0	0
MIR194-2	0	0	0	0	0	0	0	0
MIR195	1	0	1	0	0	0	0	0
MIR196A1	0	0	0	0	0	0	0	0
MIR196A2	0	0	0	0	0	0	0	0
MIR196B	0	0	0	0	0	0	0	0
MIR197	0	0	0	0	0	0	0	0
MIR1972-1	0	0	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0	0	0
MIR1973	0	0	0	0	0	0	0	0
MIR1976	0	0	0	0	0	0	0	0
MIR198	0	0	0	0	0	0	0	0
MIR199A1	0	0	0	2	0	0	0	0
MIR199A2	0	0	0	0	0	0	0	0
MIR199B	0	0	0	0	0	0	0	0
MIR19A	0	0	0	0	0	0	0	0
MIR19B1	0	0	0	0	0	0	0	0
MIR19B2	0	0	0	0	0	0	0	0
MIR200A	0	0	0	0	0	0	0	0
MIR200B	0	0	0	0	0	0	0	0
MIR200C	0	0	0	0	0	0	0	0
MIR202	0	0	0	0	0	0	0	0
MIR202HG	0	0	0	0	0	0	0	0
MIR203A	0	0	0	0	0	0	0	0
MIR203B	0	0	0	0	0	0	0	0
MIR204	0	0	0	0	0	0	0	0
MIR205	0	0	0	0	0	0	0	0
MIR2052	0	0	0	0	0	0	0	0
MIR2052HG	0	0	1	0	0	0	0	0
MIR2053	0	0	0	0	0	0	0	0
MIR2054	0	0	0	0	0	0	0	0
MIR205HG	1	0	0	1	0	1	0	1
MIR206	0	0	0	0	0	0	0	0
MIR208A	0	0	0	0	0	0	0	0
MIR208B	0	0	0	0	0	0	0	0
MIR20A	0	0	0	0	0	0	0	0
MIR20B	0	0	0	0	0	0	0	0
MIR21	0	0	0	0	0	0	0	0
MIR210	0	0	0	0	0	0	0	0
MIR210HG	4	7	2	5	0	0	0	0
MIR211	0	0	0	0	0	0	0	0
MIR2110	0	0	0	0	0	0	0	0
MIR2113	0	0	0	0	0	0	0	0
MIR2114	0	0	0	0	0	0	0	0
MIR2115	0	0	0	0	0	0	0	0
MIR2116	0	4	1	1	0	0	0	0
MIR2117	0	0	0	0	0	0	0	0
MIR212	0	0	0	0	0	0	0	0
MIR214	0	0	0	0	0	0	0	0
MIR215	3	0	1	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0	0
MIR217HG	0	0	0	0	0	0	0	0
MIR218-1	0	0	0	0	0	0	0	0
MIR218-2	0	0	0	0	0	0	0	0
MIR219A1	2	4	5	4	0	0	0	0
MIR219A2	2	0	0	0	0	0	0	0
MIR219B	0	0	0	0	0	0	0	0
MIR22	0	0	0	0	0	0	0	0
MIR221	0	0	0	0	0	0	0	0
MIR222	1	0	0	1	0	0	0	0
MIR223	0	0	0	0	0	0	0	0
MIR224	0	0	0	0	0	0	0	0
MIR2276	0	0	0	0	0	0	0	0
MIR2277	0	0	0	0	0	0	0	0
MIR2278	0	0	0	0	0	0	0	0
MIR22HG	4	4	6	4	0	0	0	0
MIR2355	0	0	0	0	0	0	0	0
MIR2392	0	0	0	0	0	0	0	0
MIR23A	0	0	0	0	0	0	0	0
MIR23B	0	0	0	0	0	0	0	0
MIR23C	0	0	0	0	0	0	0	0
MIR24-1	0	1	0	0	0	0	0	0
MIR24-2	0	0	0	0	0	0	0	0
MIR2467	0	0	0	0	0	0	0	0
MIR25	1	2	1	0	0	0	0	0
MIR2681	0	0	0	0	0	0	0	0
MIR2682	0	0	0	0	0	0	0	0
MIR26A1	0	0	0	0	0	0	0	0
MIR26A2	3	1	0	0	0	0	0	0
MIR26B	0	0	0	0	0	0	0	0
MIR27A	0	0	0	0	0	0	0	0
MIR27B	0	0	0	0	0	0	0	0
MIR28	0	0	0	0	0	0	0	0
MIR2861	0	0	0	0	0	0	0	0
MIR2909	0	0	0	0	0	0	0	0
MIR296	0	0	0	0	0	0	0	0
MIR298	0	0	0	0	0	0	0	0
MIR299	0	0	0	0	0	0	0	0
MIR29A	0	0	0	0	0	0	0	0
MIR29B1	0	0	0	0	0	0	0	0
MIR29B2	0	1	0	0	0	0	0	0
MIR29C	0	0	0	0	0	0	0	0
MIR300	0	0	0	0	0	0	0	0
MIR301A	0	0	0	0	0	0	0	0
MIR301B	0	0	0	0	0	0	0	0
MIR302A	0	0	0	1	0	0	0	0
MIR302B	3	0	1	1	0	0	0	0
MIR302C	0	1	1	0	0	0	0	0
MIR302D	0	0	0	0	0	0	0	0
MIR302E	0	0	0	0	0	0	0	0
MIR302F	0	0	0	0	0	0	0	0
MIR3064	1	0	0	0	0	0	0	0
MIR3065	0	0	0	0	0	0	0	0
MIR3074	0	1	3	3	0	0	0	0
MIR30A	0	0	0	0	0	0	0	0
MIR30B	0	0	0	0	0	0	0	0
MIR30C1	0	0	0	0	0	0	0	0
MIR30C2	0	0	0	0	0	0	0	0
MIR30D	0	0	0	0	0	0	0	0
MIR30E	0	0	0	0	0	0	0	0
MIR31	0	0	0	0	0	0	0	0
MIR3115	0	0	0	0	0	0	0	0
MIR3116-1	0	0	0	0	0	0	0	0
MIR3116-2	0	0	0	0	0	0	0	0
MIR3117	0	0	0	0	0	0	0	0
MIR3118-1	0	0	1	0	0	0	0	0
MIR3118-2	0	0	0	0	0	0	0	0
MIR3118-3	0	0	0	0	0	0	0	0
MIR3118-4	0	0	0	0	0	0	0	0
MIR3119-1	0	0	0	0	0	0	0	0
MIR3119-2	0	0	0	0	0	0	0	0
MIR3120	0	0	0	0	0	0	0	0
MIR3121	0	0	0	0	0	0	0	0
MIR3122	0	0	0	0	0	0	0	0
MIR3123	0	0	0	0	0	0	0	0
MIR3124	1	3	7	1	0	0	0	0
MIR3125	0	0	0	0	0	0	0	0
MIR3126	0	0	0	0	0	0	0	0
MIR3127	0	0	0	0	0	0	0	0
MIR3128	0	0	0	0	0	0	0	0
MIR3129	0	0	0	0	0	0	0	0
MIR3130-1	0	0	0	0	0	0	0	0
MIR3130-2	0	0	0	0	0	0	0	0
MIR3131	0	0	0	0	0	0	0	0
MIR3132	0	0	0	1	0	0	0	0
MIR3133	0	0	0	0	0	0	0	0
MIR3134	0	0	0	0	0	0	0	0
MIR3135A	0	0	0	0	0	0	0	0
MIR3135B	0	0	0	0	0	0	0	0
MIR3136	0	0	0	0	0	0	0	0
MIR3137	0	0	0	0	0	0	0	0
MIR3138	0	0	0	0	0	0	0	0
MIR3139	0	0	0	0	0	0	0	0
MIR3140	0	0	0	0	0	0	0	0
MIR3141	0	0	0	0	0	0	0	0
MIR3142	0	0	0	0	0	0	0	0
MIR3143	0	0	0	0	0	0	0	0
MIR3144	0	0	0	0	0	0	0	0
MIR3145	0	0	0	0	0	0	0	0
MIR3146	0	0	0	0	0	0	0	0
MIR3147	0	0	0	0	0	0	0	0
MIR3148	0	0	0	0	0	0	0	0
MIR3149	0	0	0	0	0	0	0	0
MIR3150A	0	0	0	0	0	0	0	0
MIR3150B	0	0	0	0	0	0	0	0
MIR3151	0	0	0	0	0	0	0	0
MIR3152	0	0	0	0	0	0	0	0
MIR3153	0	0	0	0	0	0	0	0
MIR3154	0	0	0	0	0	0	0	0
MIR3155A	0	0	0	0	0	0	0	0
MIR3155B	0	1	1	0	0	0	0	0
MIR3156-1	0	0	0	0	0	0	0	0
MIR3156-2	0	0	0	0	0	0	0	0
MIR3156-3	0	0	0	0	0	0	0	0
MIR3157	0	0	0	0	0	0	0	0
MIR3158-1	0	0	0	0	0	0	0	0
MIR3158-2	0	0	0	0	0	0	0	0
MIR3160-1	0	0	0	0	0	0	0	0
MIR3160-2	0	0	0	0	0	0	0	0
MIR3161	0	0	0	0	0	0	0	0
MIR3162	0	0	0	0	0	0	0	0
MIR3163	1	0	0	0	0	0	0	0
MIR3164	0	0	0	0	0	0	0	0
MIR3165	0	0	0	0	0	0	0	0
MIR3166	0	0	0	0	0	0	0	0
MIR3167	0	0	1	0	0	0	0	0
MIR3168	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	0	0	0
MIR3170	0	0	0	0	0	0	0	0
MIR3171	0	0	0	0	0	0	0	0
MIR3173	0	0	0	0	0	0	0	0
MIR3174	0	0	0	0	0	0	0	0
MIR3175	0	0	0	0	0	0	0	0
MIR3176	0	0	0	0	0	0	0	0
MIR3177	0	0	0	0	0	0	0	0
MIR3178	1	2	0	0	0	0	0	0
MIR3179-1	0	0	0	0	0	0	0	0
MIR3179-2	0	0	0	0	0	0	0	0
MIR3179-3	0	0	0	0	0	0	0	0
MIR3179-4	0	0	0	0	0	0	0	0
MIR3180-1	0	0	0	0	0	0	0	0
MIR3180-2	0	0	0	0	0	0	0	0
MIR3180-3	0	0	0	0	0	0	0	0
MIR3180-4	0	0	0	0	0	0	0	0
MIR3180-5	0	0	0	0	0	0	0	0
MIR3181	0	0	0	0	0	0	0	0
MIR3182	0	0	0	0	0	0	0	0
MIR3183	0	0	0	0	0	0	0	0
MIR3184	2	1	5	1	0	0	0	0
MIR3185	0	0	0	0	0	0	0	0
MIR3186	0	0	0	0	0	0	0	0
MIR3187	0	0	0	0	0	0	0	0
MIR3188	0	0	0	0	0	0	0	0
MIR3189	0	0	0	0	0	0	0	0
MIR3190	21	25	15	10	0	0	0	0
MIR3191	0	0	0	0	0	0	0	0
MIR3192	0	0	0	0	0	0	0	0
MIR3193	0	0	0	0	0	0	0	0
MIR3194	0	0	0	0	0	0	0	0
MIR3195	0	1	0	0	0	0	0	0
MIR3196	0	0	0	0	0	0	0	0
MIR3197	0	1	0	0	0	0	0	0
MIR3198-1	0	0	0	0	0	0	0	0
MIR3198-2	0	0	0	0	0	0	0	0
MIR3199-1	0	0	1	0	0	0	0	0
MIR3199-2	0	0	0	0	0	0	0	0
MIR31HG	0	0	0	0	0	0	0	0
MIR32	0	0	0	0	0	0	0	0
MIR3200	0	0	0	0	0	0	0	0
MIR3201	0	0	0	0	0	0	0	0
MIR3202-1	0	0	0	0	0	0	0	0
MIR3202-2	0	0	0	0	0	0	0	0
MIR320A	0	0	0	0	0	0	0	0
MIR320B1	0	0	0	0	0	0	0	0
MIR320B2	0	0	0	0	0	0	0	0
MIR320C1	0	0	0	0	0	0	0	0
MIR320C2	0	0	0	0	0	0	0	0
MIR320D1	0	0	0	0	0	0	0	0
MIR320D2	0	0	0	0	0	0	0	0
MIR320E	0	0	0	0	0	0	0	0
MIR323A	0	0	0	0	0	0	0	0
MIR323B	0	0	0	0	0	0	0	0
MIR324	16	23	10	11	0	0	0	0
MIR325	0	0	0	0	0	0	0	0
MIR325HG	0	0	0	0	0	0	0	0
MIR326	0	0	0	0	0	0	0	0
MIR328	0	2	0	1	0	0	0	0
MIR329-1	0	0	0	0	0	0	0	0
MIR329-2	0	0	0	0	0	0	0	0
MIR330	0	0	0	0	0	0	0	0
MIR331	0	0	0	0	0	0	0	0
MIR335	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	0
MIR338	0	0	0	0	0	0	0	0
MIR339	0	0	0	0	0	0	0	0
MIR33A	0	0	0	0	0	0	0	0
MIR33B	0	0	0	0	0	0	0	0
MIR340	0	0	0	0	0	0	0	0
MIR342	0	0	0	0	0	0	0	0
MIR345	0	0	0	0	0	0	0	0
MIR346	0	0	0	0	0	0	0	0
MIR34A	0	0	0	0	0	0	0	0
MIR34B	0	0	0	0	0	0	0	0
MIR34C	0	0	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0	0	0
MIR3591	0	0	0	0	0	0	0	0
MIR3605	0	1	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0	0	0
MIR3607	0	0	1	0	0	0	0	0
MIR3609	0	0	0	0	0	0	0	0
MIR361	0	0	0	0	0	0	0	0
MIR3610	0	0	0	0	0	0	0	0
MIR3611	0	0	0	0	0	0	0	0
MIR3612	0	0	0	0	0	0	0	0
MIR3613	0	0	0	0	0	0	0	0
MIR3614	0	0	0	0	0	0	0	0
MIR3615	0	0	0	0	0	0	0	0
MIR3616	0	0	0	0	0	0	0	0
MIR3617	0	0	0	0	0	0	0	0
MIR3618	0	0	0	0	0	0	0	0
MIR3619	0	0	0	0	0	0	0	0
MIR362	0	0	0	0	0	0	0	0
MIR3620	0	0	0	0	0	0	0	0
MIR3621	0	0	0	0	0	0	0	0
MIR3622A	0	0	0	0	0	0	0	0
MIR3622B	0	0	0	0	0	0	0	0
MIR363	0	0	0	0	0	0	0	0
MIR3646	0	0	0	0	0	0	0	0
MIR3648-1	0	0	0	0	0	0	0	0
MIR3648-2	0	0	0	0	0	0	0	0
MIR3649	1	0	0	0	0	0	0	0
MIR3650	2	2	0	3	0	0	0	0
MIR3651	0	0	0	0	0	0	0	0
MIR3652	0	0	0	0	0	0	0	0
MIR3653	0	0	0	0	0	0	0	0
MIR3654	0	0	0	0	0	0	0	0
MIR3655	0	0	0	0	0	0	0	0
MIR3656	0	0	0	0	0	0	0	0
MIR3657	0	0	0	0	0	0	0	0
MIR3658	0	0	0	0	0	0	0	0
MIR3659	0	0	0	0	0	0	0	0
MIR365A	0	0	0	0	0	0	0	0
MIR365B	0	0	0	0	0	0	0	0
MIR3660	0	0	0	0	0	0	0	0
MIR3661	472	642	430	495	0	0	0	0
MIR3662	0	0	0	0	0	0	0	0
MIR3663	0	0	0	0	0	0	0	0
MIR3663HG	0	0	0	0	0	0	0	0
MIR3664	0	0	0	0	0	0	0	0
MIR3665	12	6	1	7	0	0	0	0
MIR3666	0	0	0	0	0	0	0	0
MIR3667	0	0	0	0	0	0	0	0
MIR3668	0	0	0	0	0	0	0	0
MIR367	0	2	0	0	0	0	0	0
MIR3670-1	0	0	0	0	0	0	0	0
MIR3670-2	0	0	0	0	0	0	0	0
MIR3670-3	0	0	0	0	0	0	0	0
MIR3670-4	0	0	0	0	0	0	0	0
MIR3671	0	0	0	0	0	0	0	0
MIR3672	0	0	0	0	0	0	0	0
MIR3674	0	0	0	0	0	0	0	0
MIR3675	0	0	0	0	0	0	0	0
MIR3677	0	0	0	0	0	0	0	0
MIR3678	0	0	0	0	0	0	0	0
MIR3679	0	0	0	0	0	0	0	0
MIR3680-1	0	0	0	0	0	0	0	0
MIR3680-2	0	0	0	0	0	0	0	0
MIR3681	0	0	0	0	0	0	0	0
MIR3682	0	0	0	0	0	0	0	0
MIR3683	0	0	0	0	0	0	0	0
MIR3684	0	0	0	0	0	0	0	0
MIR3685	0	0	0	0	0	0	0	0
MIR3686	0	0	0	0	0	0	0	0
MIR3687-1	0	0	0	0	0	0	0	0
MIR3687-2	0	0	0	0	0	0	0	0
MIR3688-1	0	0	0	0	0	0	0	0
MIR3688-2	0	0	0	0	0	0	0	0
MIR3689A	0	0	0	0	0	0	0	0
MIR3689B	0	0	0	0	0	0	0	0
MIR3689C	0	0	0	0	0	0	0	0
MIR3689D1	0	0	0	0	0	0	0	0
MIR3689D2	0	0	0	0	0	0	0	0
MIR3689E	0	0	0	0	0	0	0	0
MIR3689F	0	0	0	0	0	0	0	0
MIR369	0	0	0	0	0	0	0	0
MIR3690	0	0	0	0	0	0	0	0
MIR3691	0	0	0	0	0	0	0	0
MIR3692	0	0	0	0	0	0	0	0
MIR370	0	0	0	0	0	0	0	0
MIR3713	0	0	0	0	0	0	0	0
MIR3714	0	0	0	0	0	0	0	0
MIR371A	0	0	0	0	0	0	0	0
MIR371B	0	0	0	0	0	0	0	0
MIR372	0	0	0	0	0	0	0	0
MIR373	0	0	0	0	0	0	0	0
MIR374A	0	0	0	0	0	0	0	0
MIR374B	0	0	0	0	0	0	0	0
MIR374C	0	2	2	2	0	0	0	0
MIR375	0	0	0	0	0	0	0	0
MIR376A1	0	0	0	0	0	0	0	0
MIR376A2	0	0	0	0	0	0	0	0
MIR376B	0	0	0	0	0	0	0	0
MIR376C	0	0	0	0	0	0	0	0
MIR377	0	0	0	0	0	0	0	0
MIR378A	0	0	0	0	0	0	0	0
MIR378B	0	0	0	0	0	0	0	0
MIR378C	0	0	0	0	0	0	0	0
MIR378D1	0	0	0	0	0	0	0	0
MIR378D2	0	0	0	0	0	0	0	0
MIR378E	0	0	0	0	0	0	0	0
MIR378F	0	0	0	0	0	0	0	0
MIR378G	0	0	0	0	0	0	0	0
MIR378H	0	0	1	0	0	0	0	0
MIR378I	0	0	0	0	0	0	0	0
MIR378J	0	0	0	0	0	0	0	0
MIR379	0	0	0	0	0	0	0	0
MIR380	0	0	0	0	0	0	0	0
MIR381	0	0	0	0	0	0	0	0
MIR381HG	0	0	0	0	0	0	0	0
MIR382	0	0	0	0	0	0	0	0
MIR383	0	0	0	0	0	0	0	0
MIR384	0	0	0	0	0	0	0	0
MIR3907	0	0	0	0	0	0	0	0
MIR3908	0	0	0	0	0	0	0	0
MIR3909	0	0	0	0	0	0	0	0
MIR3910-1	0	0	0	0	0	0	0	0
MIR3910-2	0	0	0	0	0	0	0	0
MIR3911	62	58	50	46	0	0	0	0
MIR3912	0	0	0	0	0	0	0	0
MIR3913-1	0	0	0	0	0	0	0	0
MIR3913-2	0	0	0	0	0	0	0	0
MIR3914-1	0	0	0	0	0	0	0	0
MIR3914-2	0	0	0	0	0	0	0	0
MIR3915	0	0	0	0	0	0	0	0
MIR3916	0	1	0	0	0	0	0	0
MIR3917	0	0	0	0	0	0	0	0
MIR3918	5	8	3	6	0	0	0	0
MIR3919	0	0	0	0	0	0	0	0
MIR3920	0	0	0	0	0	0	0	0
MIR3921	0	0	0	0	0	0	0	0
MIR3922	0	0	0	0	0	0	0	0
MIR3923	0	0	0	0	0	0	0	0
MIR3924	0	0	0	0	0	0	0	0
MIR3925	0	0	0	0	0	0	0	0
MIR3926-1	0	0	0	0	0	0	0	0
MIR3926-2	0	0	0	0	0	0	0	0
MIR3927	0	0	0	0	0	0	0	0
MIR3928	0	0	0	0	0	0	0	0
MIR3929	0	0	0	0	0	0	0	0
MIR3934	32	20	22	23	0	0	0	0
MIR3935	0	0	0	0	0	0	0	0
MIR3936	0	0	0	0	0	0	0	0
MIR3937	0	0	0	0	0	0	0	0
MIR3938	0	0	0	0	0	0	0	0
MIR3939	0	0	0	0	0	0	0	0
MIR3940	0	0	0	0	0	0	0	0
MIR3941	0	0	0	0	0	0	0	0
MIR3942	0	0	0	0	0	0	0	0
MIR3943	0	0	0	0	0	0	0	0
MIR3944	0	0	0	0	0	0	0	0
MIR3945	0	0	0	0	0	0	0	0
MIR3960	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0
MIR3973	0	0	0	0	0	0	0	0
MIR3974	0	0	0	0	0	0	0	0
MIR3975	0	0	0	0	0	0	0	0
MIR3976	0	0	0	0	0	0	0	0
MIR3976HG	0	0	0	0	0	0	0	0
MIR3977	0	0	0	0	0	0	0	0
MIR3978	0	0	0	0	0	0	0	0
MIR409	0	0	0	0	0	0	0	0
MIR410	0	0	0	0	0	0	0	0
MIR411	0	0	0	0	0	0	0	0
MIR412	0	0	0	0	0	0	0	0
MIR421	0	0	0	0	0	0	0	0
MIR422A	0	0	0	0	0	0	0	0
MIR423	0	0	0	0	0	0	0	0
MIR424	0	0	0	0	0	0	0	0
MIR425	0	0	0	0	0	0	0	0
MIR4251	0	0	0	0	0	0	0	0
MIR4252	0	0	0	0	0	0	0	0
MIR4253	25	23	28	12	0	0	0	0
MIR4254	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0
MIR4256	2	2	0	0	0	0	0	0
MIR4257	1	1	1	1	0	0	0	0
MIR4258	0	0	0	0	0	0	0	0
MIR4259	0	0	0	0	0	0	0	0
MIR4260	0	0	0	0	0	0	0	0
MIR4261	0	0	0	1	0	0	0	0
MIR4262	0	0	0	0	0	0	0	0
MIR4263	0	0	1	0	0	0	0	0
MIR4264	0	0	0	0	0	0	0	0
MIR4265	0	0	0	2	0	0	0	0
MIR4266	0	0	0	0	0	0	0	0
MIR4267	0	0	0	0	0	0	0	0
MIR4268	0	0	0	0	0	0	0	0
MIR4269	0	0	0	0	0	0	0	0
MIR4270	0	0	0	0	0	0	0	0
MIR4271	48	47	48	48	0	0	0	0
MIR4272	0	0	0	0	0	0	0	0
MIR4273	4	6	11	10	0	0	0	0
MIR4274	0	0	0	0	0	0	0	0
MIR4275	0	0	0	0	0	0	0	0
MIR4276	0	0	0	0	0	0	0	0
MIR4277	0	0	0	0	0	0	0	0
MIR4278	0	0	0	0	0	0	0	0
MIR4279	0	0	0	0	0	0	0	0
MIR4280	0	0	0	0	0	0	0	0
MIR4281	0	0	0	0	0	0	0	0
MIR4282	0	0	0	1	0	0	0	0
MIR4283-1	0	0	0	0	0	0	0	0
MIR4283-2	0	0	0	0	0	0	0	0
MIR4284	3	0	3	3	0	0	0	0
MIR4285	0	0	0	0	0	0	0	0
MIR4286	0	0	0	0	0	0	0	0
MIR4287	0	0	0	0	0	0	0	0
MIR4288	0	0	1	0	0	0	0	0
MIR4289	0	0	0	0	0	0	0	0
MIR429	0	0	0	0	0	0	0	0
MIR4290	0	0	0	0	0	0	0	0
MIR4291	0	0	0	0	0	0	0	0
MIR4292	0	0	0	0	0	0	0	0
MIR4293	0	0	0	0	0	0	0	0
MIR4294	0	0	0	0	0	0	0	0
MIR4295	0	0	0	0	0	0	0	0
MIR4296	0	0	0	0	0	0	0	0
MIR4297	0	0	0	0	0	0	0	0
MIR4298	0	0	0	0	0	0	0	0
MIR4299	0	0	0	0	0	0	0	0
MIR4300	0	0	0	0	0	0	0	0
MIR4301	0	0	0	0	0	0	0	0
MIR4302	0	0	0	0	0	0	0	0
MIR4303	0	0	0	0	0	0	0	0
